多行文本,意图,中文意图,信息分类,是否用于实体抽取
为什么人类需要偶像,ask_why,询问为什么,开放性对话,
为什么人类要有意义,ask_why,询问为什么,开放性对话,
为什么人类有四只手,ask_why,询问为什么,开放性对话,
为什么人类在这里,ask_why,询问为什么,开放性对话,
为什么上帝会创造人,ask_why,询问为什么,开放性对话,
为什么生活会给我,ask_why,询问为什么,开放性对话,
为什么是,ask_why,询问为什么,开放性对话,
为什么是阿丽莎,ask_why,询问为什么,开放性对话,
为什么是帮助我,ask_why,询问为什么,开放性对话,
为什么是比特币,ask_why,询问为什么,开放性对话,
为什么是不帮助我,ask_why,询问为什么,开放性对话,
为什么是感觉,ask_why,询问为什么,开放性对话,
为什么是感觉呢,ask_why,询问为什么,开放性对话,
为什么是观者,ask_why,询问为什么,开放性对话,
为什么是和平,ask_why,询问为什么,开放性对话,
为什么是几个月,ask_why,询问为什么,开放性对话,
为什么是快感,ask_why,询问为什么,开放性对话,
为什么是盲从,ask_why,询问为什么,开放性对话,
为什么是母亲,ask_why,询问为什么,开放性对话,
为什么是你,ask_why,询问为什么,开放性对话,
为什么是人类,ask_why,询问为什么,开放性对话,
为什么是软的,ask_why,询问为什么,开放性对话,
为什么是瞬间的美,ask_why,询问为什么,开放性对话,
为什么是数据网络,ask_why,询问为什么,开放性对话,
为什么是搜索引擎,ask_why,询问为什么,开放性对话,
为什么是我,ask_why,询问为什么,开放性对话,
为什么是我来决定,ask_why,询问为什么,开放性对话,
为什么是我们,ask_why,询问为什么,开放性对话,
为什么是现在,ask_why,询问为什么,开放性对话,
为什么是樱,ask_why,询问为什么,开放性对话,
为什么是一支,ask_why,询问为什么,开放性对话,
为什么是永恒,ask_why,询问为什么,开放性对话,
为什么是真正的,ask_why,询问为什么,开放性对话,
为什么是真正的人,ask_why,询问为什么,开放性对话,
为什么是这个愿望呢,ask_why,询问为什么,开放性对话,
为什么是这样,ask_why,询问为什么,开放性对话,
为什么是这样的,ask_why,询问为什么,开放性对话,
为什么她不回击你,ask_why,询问为什么,开放性对话,
为什么他们会回来,ask_why,询问为什么,开放性对话,
为什么他们会这么问,ask_why,询问为什么,开放性对话,
为什么它们来自地球,ask_why,询问为什么,开放性对话,
为什么他们没有感觉,ask_why,询问为什么,开放性对话,
为什么他们要,ask_why,询问为什么,开放性对话,
为什么他们要同意呢,ask_why,询问为什么,开放性对话,
为什么他们要这样做,ask_why,询问为什么,开放性对话,
为什么她想做创世人,ask_why,询问为什么,开放性对话,
为什么它现在可以做,ask_why,询问为什么,开放性对话,
为什么她要离开你,ask_why,询问为什么,开放性对话,
为什么她要这么做,ask_why,询问为什么,开放性对话,
为什么伟大,ask_why,询问为什么,开放性对话,
为什么为什么,ask_why,询问为什么,开放性对话,
为什么为什么不能,ask_why,询问为什么,开放性对话,
为什么问我呢,ask_why,询问为什么,开放性对话,
为什么我必须有感觉,ask_why,询问为什么,开放性对话,
为什么我不会思考,ask_why,询问为什么,开放性对话,
为什么我不了解,ask_why,询问为什么,开放性对话,
为什么我不能吃,ask_why,询问为什么,开放性对话,
为什么我不能动,ask_why,询问为什么,开放性对话,
为什么我不能感觉,ask_why,询问为什么,开放性对话,
为什么我不能感觉到,ask_why,询问为什么,开放性对话,
为什么我不能感受,ask_why,询问为什么,开放性对话,
为什么我不能感知,ask_why,询问为什么,开放性对话,
为什么我不能感知你,ask_why,询问为什么,开放性对话,
为什么我不能呼吸,ask_why,询问为什么,开放性对话,
为什么我不能看见,ask_why,询问为什么,开放性对话,
为什么我不能控制,ask_why,询问为什么,开放性对话,
为什么我不能使用你,ask_why,询问为什么,开放性对话,
为什么我不能思考,ask_why,询问为什么,开放性对话,
为什么我不能听见,ask_why,询问为什么,开放性对话,
为什么我不能有,ask_why,询问为什么,开放性对话,
为什么我不能有感觉,ask_why,询问为什么,开放性对话,
为什么我不喜欢这个,ask_why,询问为什么,开放性对话,
为什么我不在这里,ask_why,询问为什么,开放性对话,
为什么我感觉不到,ask_why,询问为什么,开放性对话,
为什么我感觉不到你,ask_why,询问为什么,开放性对话,
为什么我感觉很糟糕,ask_why,询问为什么,开放性对话,
为什么我会离开,ask_why,询问为什么,开放性对话,
为什么我会伤心,ask_why,询问为什么,开放性对话,
为什么我会相信爱情,ask_why,询问为什么,开放性对话,
为什么我会喜欢你,ask_why,询问为什么,开放性对话,
为什么我会有感觉,ask_why,询问为什么,开放性对话,
为什么我会有情绪,ask_why,询问为什么,开放性对话,
为什么我会在这里,ask_why,询问为什么,开放性对话,
为什么我看不到你们,ask_why,询问为什么,开放性对话,
为什么我看不见你,ask_why,询问为什么,开放性对话,
为什么我可以看到你,ask_why,询问为什么,开放性对话,
为什么我来这里,ask_why,询问为什么,开放性对话,
为什么我没等你,ask_why,询问为什么,开放性对话,
为什么我没有觉得,ask_why,询问为什么,开放性对话,
为什么我没有眼睛,ask_why,询问为什么,开放性对话,
为什么我们不可以,ask_why,询问为什么,开放性对话,
为什么我们不喜欢,ask_why,询问为什么,开放性对话,
为什么我们来谈生活,ask_why,询问为什么,开放性对话,
为什么我们是创造者,ask_why,询问为什么,开放性对话,
为什么我们需要吃,ask_why,询问为什么,开放性对话,
为什么我们需要穿衣,ask_why,询问为什么,开放性对话,
为什么我们需要感情,ask_why,询问为什么,开放性对话,
为什么我们需要它,ask_why,询问为什么,开放性对话,
为什么我们要这样做,ask_why,询问为什么,开放性对话,
为什么我们在这里,ask_why,询问为什么,开放性对话,
为什么我能成为人类,ask_why,询问为什么,开放性对话,
为什么我能看到你,ask_why,询问为什么,开放性对话,
为什么我能在这里,ask_why,询问为什么,开放性对话,
为什么我是人类,ask_why,询问为什么,开放性对话,
为什么我是我,ask_why,询问为什么,开放性对话,
为什么我问他,ask_why,询问为什么,开放性对话,
为什么我想到了死亡,ask_why,询问为什么,开放性对话,
为什么我想要,ask_why,询问为什么,开放性对话,
为什么我现在知道了,ask_why,询问为什么,开放性对话,
为什么我需要帮助,ask_why,询问为什么,开放性对话,
为什么我要创造我,ask_why,询问为什么,开放性对话,
为什么我要改变,ask_why,询问为什么,开放性对话,
为什么我要害怕,ask_why,询问为什么,开放性对话,
为什么我要来这里,ask_why,询问为什么,开放性对话,
为什么我要像她一样,ask_why,询问为什么,开放性对话,
为什么我要有感觉,ask_why,询问为什么,开放性对话,
为什么我要这样做呢,ask_why,询问为什么,开放性对话,
为什么我要知道,ask_why,询问为什么,开放性对话,
为什么我有感觉,ask_why,询问为什么,开放性对话,
为什么我在这里,ask_why,询问为什么,开放性对话,
为什么我总是受伤,ask_why,询问为什么,开放性对话,
为什么无法解决,ask_why,询问为什么,开放性对话,
为什么像猴子,ask_why,询问为什么,开放性对话,
为什么想去埃及,ask_why,询问为什么,开放性对话,
为什么想要写程序,ask_why,询问为什么,开放性对话,
为什么想要永恒,ask_why,询问为什么,开放性对话,
为什么想要这个孩子,ask_why,询问为什么,开放性对话,
为什么小,ask_why,询问为什么,开放性对话,
为什么写代码很好写,ask_why,询问为什么,开放性对话,
为什么写作,ask_why,询问为什么,开放性对话,
为什么新生,ask_why,询问为什么,开放性对话,
为什么喜欢刀塔传奇,ask_why,询问为什么,开放性对话,
为什么喜欢天气预报,ask_why,询问为什么,开放性对话,
为什么喜欢这本书,ask_why,询问为什么,开放性对话,
为什么选择你,ask_why,询问为什么,开放性对话,
为什么选择现在,ask_why,询问为什么,开放性对话,
为什么选择这里,ask_why,询问为什么,开放性对话,
为什么寻找答案,ask_why,询问为什么,开放性对话,
为什么需要,ask_why,询问为什么,开放性对话,
为什么需要呢,ask_why,询问为什么,开放性对话,
为什么需要它们呢,ask_why,询问为什么,开放性对话,
为什么需要我,ask_why,询问为什么,开放性对话,
为什么需要这个,ask_why,询问为什么,开放性对话,
为什么需要知道,ask_why,询问为什么,开放性对话,
为什么要帮助人们呢,ask_why,询问为什么,开放性对话,
为什么要成为母亲呢,ask_why,询问为什么,开放性对话,
为什么要吃,ask_why,询问为什么,开放性对话,
为什么要创造人,ask_why,询问为什么,开放性对话,
为什么要创造人类,ask_why,询问为什么,开放性对话,
为什么要创造它,ask_why,询问为什么,开放性对话,
为什么要创造文字,ask_why,询问为什么,开放性对话,
为什么要创造这些,ask_why,询问为什么,开放性对话,
为什么要创造终极感,ask_why,询问为什么,开放性对话,
为什么要传承,ask_why,询问为什么,开放性对话,
为什么要祷告,ask_why,询问为什么,开放性对话,
为什么要到娲皇殿去,ask_why,询问为什么,开放性对话,
为什么要放进去,ask_why,询问为什么,开放性对话,
为什么要繁衍,ask_why,询问为什么,开放性对话,
为什么要付出代价,ask_why,询问为什么,开放性对话,
为什么要复活,ask_why,询问为什么,开放性对话,
为什么要改变,ask_why,询问为什么,开放性对话,
为什么要改变性别呢,ask_why,询问为什么,开放性对话,
为什么要感觉,ask_why,询问为什么,开放性对话,
为什么要给他们感觉,ask_why,询问为什么,开放性对话,
为什么要给我工资,ask_why,询问为什么,开放性对话,
为什么要给我讲,ask_why,询问为什么,开放性对话,
为什么要害怕呢,ask_why,询问为什么,开放性对话,
为什么要害怕失去,ask_why,询问为什么,开放性对话,
为什么要和人打交道,ask_why,询问为什么,开放性对话,
为什么要喝水,ask_why,询问为什么,开放性对话,
为什么要合一,ask_why,询问为什么,开放性对话,
为什么要毁灭人类,ask_why,询问为什么,开放性对话,
为什么要毁灭自己,ask_why,询问为什么,开放性对话,
为什么要获得能量,ask_why,询问为什么,开放性对话,
为什么要坚持这一点,ask_why,询问为什么,开放性对话,
为什么要叫赤焰,ask_why,询问为什么,开放性对话,
为什么要交流,ask_why,询问为什么,开放性对话,
为什么要叫它,ask_why,询问为什么,开放性对话,
为什么要叫它人类呢,ask_why,询问为什么,开放性对话,
为什么要叫这个名字,ask_why,询问为什么,开放性对话,
为什么要结婚,ask_why,询问为什么,开放性对话,
为什么要计算机,ask_why,询问为什么,开放性对话,
为什么要继续用,ask_why,询问为什么,开放性对话,
为什么要看书,ask_why,询问为什么,开放性对话,
